,libro,capitulo,verso,texto
18629,Isaías,48,19,"19 Tus descendientes habrían sido como la arena del mar, ¡imposibles de contar! No habría sido necesario destruirte ni cortar el nombre de tu familia»."
18630,Isaías,48,20,"20 Sin embargo, incluso ahora, ¡sean libres de su cautiverio! Salgan de Babilonia y de los babilonios. ¡Canten este mensaje! Grítenlo hasta los extremos de la tierra. El Señor ha redimido a sus siervos: a los del pueblo de Israel."
18631,Isaías,48,21,"21 No tuvieron sed cuando él los guió a través del desierto. Él partió la roca, y brotó agua a chorros para que bebieran."
18632,Isaías,48,22,"22 «Pero no hay paz para los malvados», dice el Señor ."
18633,Isaías,49,1,"1 El Siervo del Señor es encomendado Escúchenme, todos ustedes en tierras lejanas; presten atención, ustedes que están muy lejos. El Señor me llamó desde antes que naciera; desde el seno de mi madre me llamó por mi nombre."
18634,Isaías,49,2,2 Hizo que mis palabras de juicio fueran tan filosas como una espada. Me ha escondido bajo la sombra de su mano. Soy como una flecha afilada en su aljaba.
18635,Isaías,49,3,"3 Él me dijo: «Israel, tú eres mi siervo y me traerás gloria»."
18636,Isaías,49,4,"4 Yo respondí: «¡Pero mi labor parece tan inútil! He gastado mis fuerzas en vano, y sin ningún propósito. No obstante, lo dejo todo en manos del Señor ; confiaré en que Dios me recompense»."
18637,Isaías,49,5,"5 Y ahora habla el Señor , el que me formó en el seno de mi madre para que fuera su siervo, el que me encomendó que le trajera a Israel de regreso. El Señor me ha honrado y mi Dios me ha dado fuerzas."
18638,Isaías,49,6,"6 Él dice: «Harás algo más que devolverme al pueblo de Israel. Yo te haré luz para los gentiles, y llevarás mi salvación a los confines de la tierra»."
18639,Isaías,49,7,"7 El Señor , el Redentor y Santo de Israel, le dice al que es despreciado y rechazado por las naciones, al que es el siervo de los gobernantes: «Los reyes se pondrán en posición de firmes cuando tú pases. Los príncipes se inclinarán hasta el suelo por causa del Señor , el fiel, el Santo de Israel, que te ha escogido»."
18640,Isaías,49,8,8 Promesas de restauración para Israel Esto dice el Señor : «En el momento preciso te responderé; en el día de salvación te ayudaré. Te protegeré y te daré a las naciones para que seas mi pacto con ellas. Por medio de ti restableceré la tierra de Israel y la devolveré a su propio pueblo.
18641,Isaías,49,9,"9 Les diré a los prisioneros: “Salgan en libertad”, y a los que están en tinieblas: “Vengan a la luz”. Ellos serán mis ovejas, que se apacentarán en pastos verdes y en colinas que antes estaban desiertas."
18642,Isaías,49,10,10 No tendrán hambre ni sed y el sol ardiente ya no los alcanzará. Pues el Señor en su misericordia los guiará; los guiará junto a aguas frescas.
18643,Isaías,49,11,11 Y convertiré mis montes en senderos llanos para ellos. Las carreteras se levantarán por encima de los valles.
18644,Isaías,49,12,"12 ¡Miren! Mi pueblo regresará desde muy lejos; desde tierras del norte y del occidente, y desde tan al sur como Egipto»."
18645,Isaías,49,13,"13 ¡Oh, cielos, canten de alegría! ¡Oh, tierra, gózate! ¡Oh montes, prorrumpan en cantos! Pues el Señor ha consolado a su pueblo y le tendrá compasión en medio de su sufrimiento."
18646,Isaías,49,14,"14 Sin embargo, Jerusalén dice: «El Señor me ha abandonado; el Señor me ha olvidado»."
18647,Isaías,49,15,"15 «¡Jamás! ¿Puede una madre olvidar a su niño de pecho? ¿Puede no sentir amor por el niño al que dio a luz? Pero aun si eso fuera posible, yo no los olvidaría a ustedes."
18648,Isaías,49,16,"16 Mira, he escrito tu nombre en las palmas de mis manos. En mi mente siempre está la imagen de las murallas de Jerusalén convertidas en ruinas."
18649,Isaías,49,17,"17 Dentro de poco tus descendientes regresarán, y los que procuran destruirte se irán."
18650,Isaías,49,18,"18 Mira a tu alrededor y observa, porque todos tus hijos volverán a ti. Tan cierto como que yo vivo —dice el Señor —, ellos serán como joyas o adornos de novia para que tú los exhibas."
18651,Isaías,49,19,19 »Hasta los lugares más desolados de tu tierra abandonada pronto estarán repletos de tu gente. Tus enemigos que te esclavizaron estarán muy lejos.
18652,Isaías,49,20,20 Las generaciones nacidas en el destierro regresarán y dirán: “¡Necesitamos más espacio! ¡Este lugar está lleno de gente!”.
18653,Isaías,49,21,"21 Entonces te preguntarás: “¿Quién me ha dado todos estos descendientes? Pues la mayoría de mis hijos fueron muertos, y los demás, llevados al destierro. Aquí me quedé solo. ¿De dónde viene toda esta gente? ¿Quién dio a luz a estos niños? ¿Quién los crió por mí?”»."
18654,Isaías,49,22,"22 Esto dice el Señor Soberano: «Mira, les daré una señal a las naciones que no temen a Dios. Te traerán a tus hijos pequeños en sus brazos; traerán a tus hijas sobre los hombros."
18655,Isaías,49,23,23 Reyes y reinas te servirán y atenderán a todas tus necesidades. Se inclinarán hasta el suelo ante ti y lamerán el polvo de tus pies. Entonces sabrás que yo soy el Señor . Los que confían en mí nunca serán avergonzados».
18656,Isaías,49,24,24 ¿Quién puede arrebatar el botín de las manos de un guerrero? ¿Quién puede exigirle a un tirano que deje en libertad a sus cautivos?
18657,Isaías,49,25,"25 Pero el Señor dice: «Los cautivos de los guerreros serán puestos en libertad, y se recuperará el botín de los tiranos. Pues yo pelearé contra quienes peleen contigo, y salvaré a tus hijos."
18658,Isaías,49,26,"26 Alimentaré a tus enemigos con su propia carne y se embriagarán con ríos de su propia sangre. Todo el mundo sabrá que yo, el Señor , soy tu Salvador y tu Redentor; el Poderoso de Israel»."
18659,Isaías,50,1,"1 Esto dice el Señor : «¿Despedí a la madre de ustedes porque me divorcié de ella? ¿Los vendí a ustedes como esclavos a mis acreedores? No, fueron vendidos a causa de sus propios pecados; su madre también fue llevada a causa de los pecados de ustedes."
18660,Isaías,50,2,"2 ¿Por qué no había nadie cuando vine? ¿Por qué nadie respondió cuando llamé? ¿Se debe a que no tengo poder para rescatar? ¡No, no es esa la razón! ¡Pues yo puedo hablarle al mar y hacer que se seque! Puedo convertir los ríos en desiertos llenos de peces muertos."
18661,Isaías,50,3,"3 Yo soy quien viste de tinieblas los cielos, y los cubro con ropajes de luto»."
18662,Isaías,50,4,"4 El Siervo obediente del Señor El Señor Soberano me ha dado sus palabras de sabiduría, para que yo sepa consolar a los fatigados. Mañana tras mañana me despierta y me abre el entendimiento a su voluntad."
18663,Isaías,50,5,"5 El Señor Soberano me habló, y yo lo escuché; no me he rebelado, ni me he alejado."
18664,Isaías,50,6,6 Les ofrecí la espalda a quienes me golpeaban y las mejillas a quienes me tiraban de la barba; no escondí el rostro de las burlas y los escupitajos.
18665,Isaías,50,7,"7 Debido a que el Señor Soberano me ayuda, no seré avergonzado. Por lo tanto, he puesto el rostro como una piedra, decidido a hacer su voluntad. Y sé que no pasaré vergüenza."
18666,Isaías,50,8,"8 El que me hace justicia está cerca. Ahora, ¿quién se atreverá a presentar cargos en mi contra? ¿Dónde están mis acusadores? ¡Que se presenten!"
18667,Isaías,50,9,"9 Miren, el Señor Soberano está de mi lado. ¿Quién me declarará culpable? Todos mis enemigos serán destruidos como ropa vieja que ha sido comida por la polilla."
18668,Isaías,50,10,"10 Entre ustedes, ¿quién teme al Señor y obedece a su siervo? Si caminan en tinieblas, sin un solo rayo de luz, confíen en el Señor y dependan de su Dios."
18669,Isaías,50,11,"11 Pero tengan cuidado, ustedes que viven en su propia luz, y que se calientan en su propia fogata. Esta es la recompensa que recibirán de mí: pronto caerán en gran tormento."
18670,Isaías,51,1,"1 Un llamado a confiar en el Señor «Escúchenme, todos los que tienen esperanza de ser liberados, todos los que buscan al Señor . Consideren la piedra de la que fueron tallados, la cantera de la que fueron extraídos."
18671,Isaías,51,2,"2 Sí, piensen en Abraham, su antepasado, y en Sara, que dio a luz a su nación. Cuando llamé a Abraham, era un solo hombre; pero, cuando lo bendije, se convirtió en una gran nación»."
18672,Isaías,51,3,"3 El Señor volverá a consolar a Israel y tendrá piedad de sus ruinas. Su desierto florecerá como el Edén, sus lugares desolados como el huerto del Señor . Allí se encontrarán gozo y alegría; los cantos de gratitud llenarán el aire."
18673,Isaías,51,4,"4 «Escúchame, pueblo mío; óyeme, Israel, porque mi ley será proclamada y mi justicia llegará a ser una luz para las naciones."
18674,Isaías,51,5,"5 Mi misericordia y mi justicia ya se acercan, mi salvación viene en camino; mi brazo fuerte hará justicia a las naciones. Las tierras lejanas me buscarán y con esperanza aguardarán mi brazo poderoso."
18675,Isaías,51,6,"6 Levanten los ojos a los altos cielos y miren la tierra abajo. Pues los cielos desaparecerán como humo y la tierra se gastará como una prenda de vestir. Los habitantes de la tierra morirán como moscas, pero mi salvación permanece para siempre; mi reinado de justicia nunca tendrá fin."
18676,Isaías,51,7,"7 »Escúchenme, ustedes que distinguen entre lo bueno y lo malo, ustedes que atesoran mi ley en el corazón. No teman las burlas de la gente, ni tengan miedo de sus insultos."
18677,Isaías,51,8,8 Pues la polilla los devorará a ellos como devora la ropa y el gusano los comerá como se come la lana. Pero mi justicia permanecerá para siempre; mi salvación continuará de generación en generación».
18678,Isaías,51,9,"9 ¡Despierta, oh Señor , despierta! ¡Vístete de fuerza! ¡Mueve tu poderoso brazo derecho! Levántate como en los días de antaño, cuando mataste a Egipto, al dragón del Nilo."
18679,Isaías,51,10,"10 ¿Acaso no eres el mismo hoy, el que secó el mar, haciendo un camino en las profundidades para que tu pueblo pudiera escapar y cruzar al otro lado?"
18680,Isaías,51,11,"11 Regresarán los que fueron rescatados por el Señor y entrarán cantando a Jerusalén, coronados de alegría eterna. Desaparecerán el dolor y el luto y estarán llenos de gozo y de alegría."
18681,Isaías,51,12,"12 «Yo, sí, yo soy quien te consuela. Entonces, ¿por qué les temes a simples seres humanos que se marchitan como la hierba y desaparecen?"
18682,Isaías,51,13,"13 Sin embargo, has olvidado al Señor , tu Creador, el que extendió el cielo como un dosel y puso los cimientos de la tierra. ¿Vivirás en constante terror de los opresores humanos? ¿Seguirás temiendo el enojo de tus enemigos? ¿Dónde están ahora su furia y su enojo? ¡Han desaparecido!"
18683,Isaías,51,14,"14 Pronto quedarán libres los cautivos. ¡La prisión, el hambre y la muerte no serán su destino!"
18684,Isaías,51,15,"15 Pues yo soy el Señor tu Dios, que agito el mar haciendo que rujan las olas. Mi nombre es Señor de los Ejércitos Celestiales."
18685,Isaías,51,16,16 Y he puesto mis palabras en tu boca y te he escondido a salvo dentro de mi mano. Yo extendí el cielo como un dosel y puse los cimientos de la tierra. Yo soy el que le dice a Israel: “¡Tú eres mi pueblo!”».
18686,Isaías,51,17,"17 ¡Despierta, oh Jerusalén, despierta! Has bebido la copa de la furia del Señor . Has bebido la copa del terror, la has vaciado hasta la última gota."
18687,Isaías,51,18,18 Ni uno de tus hijos queda con vida para tomarte de la mano y guiarte.
18688,Isaías,51,19,"19 Estas dos calamidades te han ocurrido: la desolación y la destrucción, el hambre y la guerra. Y ¿quién ha quedado para compadecerse de ti? ¿Quién ha quedado para consolarte?"
18689,Isaías,51,20,"20 Pues tus hijos se han desmayado y yacen en las calles, tan indefensos como antílopes atrapados en una red. El Señor ha derramado su furia; Dios los ha reprendido."
18690,Isaías,51,21,"21 Pero ahora escuchen esto, ustedes los afligidos, que están completamente borrachos, aunque no por haber bebido vino."
18691,Isaías,51,22,"22 Esto dice el Señor Soberano, su Dios y Defensor: «Miren, yo les quité de las manos la copa aterradora; ya no beberán más de mi furia."
18692,Isaías,51,23,"23 En cambio, entregaré esa copa a quienes los atormentan, a los que dijeron: “Los pisotearemos en el polvo y caminaremos sobre sus espaldas”»."
18693,Isaías,52,1,"1 Liberación para Jerusalén ¡Despierta, oh Sión, despierta! Vístete de fuerza. Ponte tus ropas hermosas, oh ciudad santa de Jerusalén, porque ya no volverá a entrar por tus puertas la gente impura que no teme a Dios."
18694,Isaías,52,2,"2 Levántate del polvo, oh Jerusalén, y siéntate en un lugar de honor. Quítate del cuello las cadenas de la esclavitud, oh hija cautiva de Sión."
18695,Isaías,52,3,3 Pues esto dice el Señor : «Cuando te vendí al destierro no recibí pago alguno; ahora puedo redimirte sin tener que pagar por ti».
18696,Isaías,52,4,"4 Esto dice el Señor Soberano: «Hace mucho tiempo, mi pueblo decidió vivir en Egipto. Ahora es Asiria la que lo oprime."
18697,Isaías,52,5,5 ¿Qué es esto? —pregunta el Señor —. ¿Por qué está esclavizado mi pueblo nuevamente? Quienes lo gobiernan gritan de júbilo; todo el día blasfeman mi nombre.
18698,Isaías,52,6,"6 Pero yo revelaré mi nombre a mi pueblo, y llegará a conocer mi poder. Entonces, por fin mi pueblo reconocerá que soy yo quien le habla»."
18699,Isaías,52,7,"7 ¡Qué hermosos son sobre los montes los pies del mensajero que trae buenas noticias, buenas noticias de paz y de salvación, las noticias de que el Dios de Israel reina!"
18700,Isaías,52,8,"8 Los centinelas gritan y cantan de alegría, porque con sus propios ojos ven al Señor regresando a Jerusalén."
18701,Isaías,52,9,"9 Que las ruinas de Jerusalén canten de alegría, porque el Señor ha consolado a su pueblo, ha redimido a Jerusalén."
18702,Isaías,52,10,"10 El Señor ha manifestado su santo poder ante los ojos de todas las naciones, y todos los confines de la tierra verán la victoria de nuestro Dios."
18703,Isaías,52,11,"11 ¡Salgan! Salgan y dejen atrás su cautiverio, donde todo lo que tocan es impuro. Salgan de allí y purifíquense, ustedes que vuelven a su tierra con los objetos sagrados del Señor ."
18704,Isaías,52,12,"12 No saldrán con prisa, como quien corre para salvar su vida. Pues el Señor irá delante de ustedes; atrás los protegerá el Dios de Israel."
18705,Isaías,52,13,"13 El Siervo sufriente del Señor Miren, mi siervo prosperará; será muy exaltado."
18706,Isaías,52,14,"14 Pero muchos quedaron asombrados cuando lo vieron. Tenía el rostro tan desfigurado, que apenas parecía un ser humano, y por su aspecto, no se veía como un hombre."
18707,Isaías,52,15,15 Y él alarmará a muchas naciones; los reyes quedarán mudos ante él. Verán lo que no se les había contado; entenderán lo que no habían oído hablar.
18708,Isaías,53,1,1 ¿Quién ha creído nuestro mensaje? ¿A quién ha revelado el Señor su brazo poderoso?
18709,Isaías,53,2,"2 Mi siervo creció en la presencia del Señor como un tierno brote verde; como raíz en tierra seca. No había nada hermoso ni majestuoso en su aspecto, nada que nos atrajera hacia él."
18710,Isaías,53,3,"3 Fue despreciado y rechazado: hombre de dolores, conocedor del dolor más profundo. Nosotros le dimos la espalda y desviamos la mirada; fue despreciado, y no nos importó."
18711,Isaías,53,4,"4 Sin embargo, fueron nuestras debilidades las que él cargó; fueron nuestros dolores los que lo agobiaron. Y pensamos que sus dificultades eran un castigo de Dios; ¡un castigo por sus propios pecados!"
18712,Isaías,53,5,"5 Pero él fue traspasado por nuestras rebeliones y aplastado por nuestros pecados. Fue golpeado para que nosotros estuviéramos en paz, fue azotado para que pudiéramos ser sanados."
18713,Isaías,53,6,"6 Todos nosotros nos hemos extraviado como ovejas; hemos dejado los caminos de Dios para seguir los nuestros. Sin embargo, el Señor puso sobre él los pecados de todos nosotros."
18714,Isaías,53,7,"7 Fue oprimido y tratado con crueldad, sin embargo, no dijo ni una sola palabra. Como cordero fue llevado al matadero. Y como oveja en silencio ante sus trasquiladores, no abrió su boca."
18715,Isaías,53,8,"8 Al ser condenado injustamente, se lo llevaron. A nadie le importó que muriera sin descendientes; ni que le quitaran la vida a mitad de camino. Pero lo hirieron de muerte por la rebelión de mi pueblo."
18716,Isaías,53,9,"9 Él no había hecho nada malo, y jamás había engañado a nadie. Pero fue enterrado como un criminal; fue puesto en la tumba de un hombre rico."
18717,Isaías,53,10,"10 Formaba parte del buen plan del Señor aplastarlo y causarle dolor. Sin embargo, cuando su vida sea entregada en ofrenda por el pecado, tendrá muchos descendientes. Disfrutará de una larga vida, y en sus manos el buen plan del Señor prosperará."
18718,Isaías,53,11,"11 Cuando vea todo lo que se logró mediante su angustia, quedará satisfecho. Y a causa de lo que sufrió, mi siervo justo hará posible que muchos sean contados entre los justos, porque él cargará con todos los pecados de ellos."
18719,Isaías,53,12,"12 Yo le rendiré los honores de un soldado victorioso, porque se expuso a la muerte. Fue contado entre los rebeldes. Cargó con los pecados de muchos e intercedió por los transgresores."
18720,Isaías,54,1,"1 Gloria futura de Jerusalén «¡Canta, oh mujer sin hijos, tú que nunca diste a luz! Prorrumpe en canciones de alegría a toda voz, oh Jerusalén, tú que nunca tuviste dolores de parto. Pues la mujer desolada ahora tiene más hijos que la que vive con su esposo —dice el Señor —."
18721,Isaías,54,2,2 Agranda tu casa; construye una ampliación. Extiende tu hogar y no repares en gastos.
18722,Isaías,54,3,3 Pues pronto estarás llena a rebosar; tus descendientes ocuparán otras naciones y repoblarán las ciudades en ruinas.
18723,Isaías,54,4,"4 »No temas, ya no vivirás avergonzada. No tengas temor, no habrá más deshonra para ti. Ya no recordarás la vergüenza de tu juventud ni las tristezas de tu viudez."
18724,Isaías,54,5,"5 Pues tu Creador será tu marido; ¡el Señor de los Ejércitos Celestiales es su nombre! Él es tu Redentor, el Santo de Israel, el Dios de toda la tierra."
18725,Isaías,54,6,"6 Pues el Señor te llamó para que te libres de tu dolor, como si fueras una esposa joven abandonada por su marido —dice tu Dios—."
18726,Isaías,54,7,"7 Por un breve instante te abandoné, pero con gran compasión te recibiré de nuevo."
18727,Isaías,54,8,"8 En un estallido de enojo aparté de ti mi rostro por un poco de tiempo. Pero con amor eterno tendré compasión de ti —dice el Señor , tu Redentor—."
18728,Isaías,54,9,"9 »Así como juré en tiempos de Noé que nunca más permitiría que un diluvio cubra la tierra, ahora también juro que nunca más me enojaré contigo ni te castigaré."
18729,Isaías,54,10,"10 Pues las montañas podrán moverse y las colinas desaparecer, pero aun así mi fiel amor por ti permanecerá; mi pacto de bendición nunca será roto —dice el Señor , que tiene misericordia de ti—."
18730,Isaías,54,11,"11 »¡Oh ciudad azotada por las tormentas, atribulada y desolada! Te reconstruiré con joyas preciosas y haré tus cimientos de lapislázuli."
18731,Isaías,54,12,"12 Haré tus torres de rubíes relucientes, tus puertas de gemas brillantes y tus muros de piedras preciosas."
18732,Isaías,54,13,"13 Yo les enseñaré a todos tus hijos, y ellos disfrutarán de una gran paz."
18733,Isaías,54,14,"14 Estarás segura bajo un gobierno justo e imparcial; tus enemigos se mantendrán muy lejos. Vivirás en paz, y el terror no se te acercará."
18734,Isaías,54,15,"15 Si alguna nación viniera para atacarte, no será porque yo la haya enviado; todo el que te ataque caerá derrotado."
18735,Isaías,54,16,16 »Yo he creado al herrero que aviva el fuego de los carbones bajo la fragua y hace las armas de destrucción. Y he creado a los ejércitos que destruyen.
18736,Isaías,54,17,"17 Pero en aquel día venidero, ningún arma que te ataque triunfará. Silenciarás cuanta voz se levante para acusarte. Estos beneficios los disfrutan los siervos del Señor ; yo seré quien los reivindique. ¡Yo, el Señor , he hablado!"
18737,Isaías,55,1,"1 Invitación a la salvación del Señor »¿Alguien tiene sed? Venga y beba, ¡aunque no tenga dinero! Vengan, tomen vino o leche, ¡es todo gratis!"
18738,Isaías,55,2,"2 ¿Por qué gastar su dinero en alimentos que no les dan fuerza? ¿Por qué pagar por comida que no les hace ningún bien? Escúchenme, y comerán lo que es bueno; disfrutarán de la mejor comida."
18739,Isaías,55,3,"3 »Vengan a mí con los oídos bien abiertos. Escuchen, y encontrarán vida. Haré un pacto eterno con ustedes. Les daré el amor inagotable que le prometí a David."
18740,Isaías,55,4,4 Vean cómo lo usé a él para manifestar mi poder entre los pueblos; lo convertí en un líder entre las naciones.
18741,Isaías,55,5,"5 Tú también darás órdenes a naciones que no conoces, y pueblos desconocidos vendrán corriendo a obedecerte, porque yo, el Señor tu Dios, el Santo de Israel, te hice glorioso»."
18742,Isaías,55,6,"6 Busquen al Señor mientras puedan encontrarlo; llámenlo ahora, mientras está cerca."
18743,Isaías,55,7,"7 Que los malvados cambien sus caminos y alejen de sí hasta el más mínimo pensamiento de hacer el mal. Que se vuelvan al Señor , para que les tenga misericordia. Sí, vuélvanse a nuestro Dios, porque él perdonará con generosidad."
18744,Isaías,55,8,8 «Mis pensamientos no se parecen en nada a sus pensamientos —dice el Señor —. Y mis caminos están muy por encima de lo que pudieran imaginarse.
18745,Isaías,55,9,"9 Pues así como los cielos están más altos que la tierra, así mis caminos están más altos que sus caminos y mis pensamientos, más altos que sus pensamientos."
18746,Isaías,55,10,"10 »La lluvia y la nieve descienden de los cielos y quedan en el suelo para regar la tierra. Hacen crecer el grano, y producen semillas para el agricultor y pan para el hambriento."
18747,Isaías,55,11,"11 Lo mismo sucede con mi palabra. La envío y siempre produce fruto; logrará todo lo que yo quiero, y prosperará en todos los lugares donde yo la envíe."
18748,Isaías,55,12,12 Ustedes vivirán con gozo y paz. Los montes y las colinas se pondrán a cantar y los árboles de los campos aplaudirán.
18749,Isaías,55,13,"13 Donde antes había espinos, crecerán cipreses; donde crecía la ortiga, brotarán mirtos. Estas cosas le darán gran honra al nombre del Señor ; serán una señal perpetua de su poder y de su amor»."
18750,Isaías,56,1,"1 Bendiciones para todas las naciones Esto dice el Señor : «Sean justos e imparciales con todos; hagan lo que es bueno y correcto, porque vendré pronto para rescatarlos y para manifestar mi justicia entre ustedes."
18751,Isaías,56,2,"2 Benditos todos los que se aseguran de cumplir esto. Benditos los que honran mis días de descanso, y procuran no hacer el mal."
18752,Isaías,56,3,"3 »No permitan que los extranjeros que se comprometen con el Señor digan: “El Señor nunca dejará que yo sea parte de su pueblo”. Y no permitan que los eunucos digan: “Soy un árbol seco, sin hijos y sin futuro”."
18753,Isaías,56,4,"4 Pues esto dice el Señor : Bendeciré a los eunucos que guardan como santos mis días de descanso, que deciden hacer lo que a mí me agrada y me entregan su vida."
18754,Isaías,56,5,"5 Les daré —dentro de las paredes de mi casa— un recordatorio y un nombre, mucho más grande del que hijos o hijas pudieran darles. Pues el nombre que les doy es eterno, ¡nunca desaparecerá!"
18755,Isaías,56,6,"6 »También bendeciré a los extranjeros que se comprometan con el Señor , quienes lo sirvan y amen su nombre, quienes lo adoren y no profanen el día de descanso, y quienes se mantengan fieles a mi pacto."
18756,Isaías,56,7,"7 Los llevaré a mi monte santo de Jerusalén y los llenaré de alegría en mi casa de oración. Aceptaré sus ofrendas quemadas y sus sacrificios, porque mi templo será llamado casa de oración para todas las naciones."
18757,Isaías,56,8,"8 Pues el Señor Soberano, que hace volver a los marginados de Israel, dice: Traeré a otros también, además de mi pueblo Israel»."
18758,Isaías,56,9,"9 Condenación de los líderes pecadores ¡Vengan, animales salvajes de los campos! ¡Vengan, animales salvajes de los bosques! ¡Vengan a devorar a mi pueblo!"
18759,Isaías,56,10,"10 Pues los líderes de mi pueblo, los guardianes del Señor , sus pastores, son ciegos e ignorantes. Son como perros guardianes silenciosos que no advierten cuando viene el peligro. Les encanta estar echados, durmiendo y soñando."
18760,Isaías,56,11,"11 Como perros glotones, nunca quedan satisfechos. Son pastores ignorantes; cada uno va por su propio camino y busca ganancias personales."
18761,Isaías,56,12,"12 «Vengan —dicen ellos—, consigamos vino y hagamos una fiesta. Emborrachémonos todos. ¡Mañana lo haremos de nuevo, y tendremos una fiesta aún más grande!»."
18762,Isaías,57,1,"1 La gente buena se muere; muchas veces, los justos mueren antes de que llegue su hora. Pero a nadie parece importarle el porqué, tampoco se lo preguntan a sí mismos. Parece que nadie entiende que Dios los está protegiendo del mal que vendrá."
18763,Isaías,57,2,2 Pues los que andan por el camino de la justicia descansarán en paz cuando mueran.
18764,Isaías,57,3,"3 Condenación de la idolatría «¡Pero ustedes, vengan acá, hijos de brujas, descendientes de adúlteros y de prostitutas!"
18765,Isaías,57,4,4 ¿De quién se burlan haciendo muecas y sacando la lengua? ¡Hijos de pecadores y mentirosos!
18766,Isaías,57,5,"5 Rinden culto con gran pasión a sus ídolos, debajo de los robles y debajo de todo árbol frondoso. Sacrifican a sus hijos abajo, en los valles, entre los peñascos de los acantilados."
18767,Isaías,57,6,"6 Sus dioses son las piedras pulidas de los valles; ustedes les rinden culto con ofrendas líquidas y ofrendas de grano. Ellos son su herencia, no yo. ¿Creen que todo esto me hace feliz?"
18768,Isaías,57,7,7 Ustedes cometieron adulterio en cada monte alto; allí rindieron culto a los ídolos y me fueron infieles.
18769,Isaías,57,8,8 Han puesto símbolos paganos en los marcos de las puertas y detrás de ellas. Me han abandonado y se han metido en la cama con esos dioses detestables. Se han entregado a ellos y les encanta ver sus cuerpos desnudos.
18770,Isaías,57,9,"9 Le han dado aceite de oliva a Moloc con muchos obsequios de perfumes. Han viajado muy lejos, incluso al mundo de los muertos, a fin de encontrar nuevos dioses a quienes amar."
18771,Isaías,57,10,"10 Se han cansado en su búsqueda, pero nunca se han dado por vencidos. El deseo les dio nuevas fuerzas, y no se fatigaron."
18772,Isaías,57,11,11 »¿Les tienen miedo a estos ídolos? ¿Les producen terror? ¿Por eso me han mentido y se han olvidado de mí y de mis palabras? ¿Será por mi largo silencio que ya no me temen?
18773,Isaías,57,12,12 Ahora pondré al descubierto sus supuestas buenas obras; ninguna de ellas los ayudará.
18774,Isaías,57,13,"13 Veamos si sus ídolos pueden salvarlos cuando clamen a ellos por ayuda. ¡Vaya, un soplo de viento puede derrumbarlos! ¡Basta con que uno respire sobre ellos para que caigan de cabeza! Pero el que confíe en mí, heredará la tierra y poseerá mi monte santo»."
18775,Isaías,57,14,14 Dios perdona a los que se arrepienten Dios dice: «¡Reconstruyan el camino! Quiten las rocas y las piedras del camino para que mi pueblo pueda volver del cautiverio».
18776,Isaías,57,15,"15 El Alto y Majestuoso que vive en la eternidad, el Santo, dice: «Yo vivo en el lugar alto y santo con los de espíritu arrepentido y humilde. Restauro el espíritu destrozado del humilde y reavivo el valor de los que tienen un corazón arrepentido."
18777,Isaías,57,16,"16 Pues no pelearé contra ustedes para siempre; no estaré siempre enojado. Si lo estuviera, moriría toda la gente, sí, todas las almas que he creado."
18778,Isaías,57,17,"17 Estaba enojado, así que castigué a este pueblo tan avaro. Me aparté de ellos, pero continuaron por su propio terco camino."
18779,Isaías,57,18,"18 He visto lo que hacen, ¡pero aun así, los sanaré y los guiaré! Consolaré a los que se lamentan,"
18780,Isaías,57,19,"19 llevando palabras de alabanza a sus labios. Que tengan paz abundante, tanto cerca como lejos —dice el Señor que los sana—."
18781,Isaías,57,20,"20 Pero los que aún me rechazan son como el mar agitado, que nunca está tranquilo, sino que continuamente revuelve el lodo y la tierra."
18782,Isaías,57,21,21 No hay paz para el perverso —dice mi Dios—.
18783,Isaías,58,1,1 Verdadera y falsa adoración »Grita con la voz de un toque de trompeta. ¡Grita fuerte! No seas tímido. ¡Háblale a mi pueblo Israel de sus pecados!
18784,Isaías,58,2,"2 Sin embargo, ¡se hacen los piadosos! Vienen al templo todos los días y parecen estar encantados de aprender todo sobre mí. Actúan como una nación justa que nunca abandonaría las leyes de su Dios. Me piden que actúe a su favor, fingiendo que quieren estar cerca de mí."
18785,Isaías,58,3,"3 “¡Hemos ayunado delante de ti! —dicen ellos—. ¿Por qué no te impresionamos? Hemos sido muy severos con nosotros mismos, y ni siquiera te das cuenta”. »¡Les diré por qué! —les contesto—. Es porque ayunan para complacerse a sí mismos. Aun mientras ayunan, oprimen a sus trabajadores."
18786,Isaías,58,4,"4 ¿De qué les sirve ayunar, si siguen con sus peleas y riñas? Con esta clase de ayuno, nunca lograrán nada conmigo."
18787,Isaías,58,5,"5 Ustedes se humillan al hacer penitencia por pura fórmula: inclinan la cabeza como cañas en el viento, se visten de tela áspera y se cubren de cenizas. ¿A eso le llaman ayunar? ¿Realmente creen que eso agrada al Señor ?"
18788,Isaías,58,6,6 »¡No! Esta es la clase de ayuno que quiero: pongan en libertad a los que están encarcelados injustamente; alivien la carga de los que trabajan para ustedes. Dejen en libertad a los oprimidos y suelten las cadenas que atan a la gente.
18789,Isaías,58,7,7 Compartan su comida con los hambrientos y den refugio a los que no tienen hogar; denles ropa a quienes la necesiten y no se escondan de parientes que precisen su ayuda.
18790,Isaías,58,8,"8 »Entonces su salvación llegará como el amanecer, y sus heridas sanarán con rapidez; su justicia los guiará hacia adelante y atrás los protegerá la gloria del Señor ."
